CustomerID,SignupDate,ChurnDate,Plan,MonthlyCharge,TenureMonths,IsChurned,ChurnReason,TotalCharges,SupportTickets,UsageFrequency
CUST-0327,2024-02-04,,Basic,9.99,17,0,N/A,169.83,8,Medium
CUST-0328,2024-07-10,2025-11-02,Premium,29.99,16,1,Price too high,479.84,3,Medium
CUST-0329,2024-02-18,2026-01-08,Basic,9.99,23,1,Found better alternative,229.77,8,High
CUST-0330,2024-01-17,2024-03-17,Basic,9.99,2,1,Poor customer service,19.98,1,Low
CUST-0331,2024-06-20,,Basic,9.99,22,0,N/A,219.78,0,Medium
CUST-0332,2024-08-07,2026-01-29,Basic,9.99,18,1,No longer needed,179.82,0,High
CUST-0333,2024-06-06,,Premium,29.99,17,0,N/A,509.83,7,High
CUST-0334,2024-02-15,,Standard,19.99,7,0,N/A,139.93,2,High
CUST-0335,2024-01-06,,Standard,19.99,13,0,N/A,259.87,6,Low
CUST-0336,2024-04-08,2025-09-30,Basic,9.99,18,1,Other,179.82,6,Medium
CUST-0337,2024-08-20,,Basic,9.99,14,0,N/A,139.86,1,Medium
CUST-0338,2024-02-06,,Basic,9.99,18,0,N/A,179.82,4,Low
CUST-0339,2024-10-06,2025-10-31,Basic,9.99,13,1,No longer needed,129.87,0,Medium
CUST-0340,2024-12-14,2025-11-09,Basic,9.99,11,1,Technical issues,109.89,3,High
CUST-0341,2024-10-28,,Standard,19.99,21,0,N/A,419.79,0,Medium
CUST-0342,2024-06-29,,Basic,9.99,21,0,N/A,209.79,5,Medium
CUST-0343,2024-04-04,,Standard,19.99,16,0,N/A,319.84,9,Medium
CUST-0344,2024-04-08,2026-02-27,Basic,9.99,23,1,Other,229.77,9,Medium
CUST-0345,2024-07-06,,Basic,9.99,17,0,N/A,169.83,7,High
CUST-0346,2024-04-25,,Basic,9.99,8,0,N/A,79.92,4,Medium
CUST-0347,2024-07-09,2026-01-30,Premium,29.99,19,1,Found better alternative,569.81,6,Medium
CUST-0348,2024-09-09,,Premium,29.99,20,0,N/A,599.8,3,Medium
CUST-0349,2024-06-09,,Premium,29.99,15,0,N/A,449.85,0,High
CUST-0350,2024-09-12,,Basic,9.99,9,0,N/A,89.91,2,Medium
CUST-0351,2024-11-18,,Basic,9.99,20,0,N/A,199.8,9,Medium
CUST-0352,2024-05-07,,Standard,19.99,10,0,N/A,199.9,2,High
CUST-0353,2024-01-18,,Basic,9.99,12,0,N/A,119.88,1,Medium
CUST-0354,2024-10-07,,Premium,29.99,21,0,N/A,629.79,2,High
CUST-0355,2024-08-10,,Basic,9.99,23,0,N/A,229.77,1,Medium
CUST-0356,2024-02-23,,Basic,9.99,20,0,N/A,199.8,1,Medium
CUST-0357,2024-02-27,2024-03-28,Basic,9.99,1,1,No longer needed,9.99,2,High
CUST-0358,2024-11-18,2026-07-11,Basic,9.99,20,1,Other,199.8,0,High
CUST-0359,2024-12-25,,Standard,19.99,9,0,N/A,179.91,4,High
CUST-0360,2024-06-22,,Basic,9.99,22,0,N/A,219.78,3,High
CUST-0361,2024-10-06,,Basic,9.99,15,0,N/A,149.85,4,Medium
CUST-0362,2024-04-23,2024-05-23,Basic,9.99,1,1,Price too high,9.99,0,Low
CUST-0363,2024-10-14,,Basic,9.99,12,0,N/A,119.88,3,High
CUST-0364,2024-12-07,2025-03-07,Standard,19.99,3,1,Found better alternative,59.97,5,Medium
CUST-0365,2024-05-30,,Premium,29.99,11,0,N/A,329.89,8,Medium
CUST-0366,2024-05-06,2024-07-05,Premium,29.99,2,1,Other,59.98,3,High
CUST-0367,2024-06-03,2025-09-26,Standard,19.99,16,1,Poor customer service,319.84,1,Medium
CUST-0368,2024-09-29,2025-06-26,Basic,9.99,9,1,Technical issues,89.91,7,Medium
CUST-0369,2024-04-13,,Standard,19.99,15,0,N/A,299.85,4,Medium
CUST-0370,2024-10-25,,Basic,9.99,12,0,N/A,119.88,0,Medium
CUST-0371,2024-09-02,,Basic,9.99,1,0,N/A,9.99,3,Medium
CUST-0372,2024-06-24,,Premium,29.99,13,0,N/A,389.87,9,High
CUST-0373,2024-02-08,,Basic,9.99,14,0,N/A,139.86,2,Medium
CUST-0374,2024-06-18,,Premium,29.99,8,0,N/A,239.92,6,High
CUST-0375,2024-09-03,,Basic,9.99,8,0,N/A,79.92,6,Medium
CUST-0376,2024-01-26,,Standard,19.99,12,0,N/A,239.88,7,High
CUST-0377,2024-12-20,,Standard,19.99,1,0,N/A,19.99,8,High
CUST-0378,2024-11-01,,Premium,29.99,11,0,N/A,329.89,5,Low
CUST-0379,2024-01-13,2024-09-09,Standard,19.99,8,1,Technical issues,159.92,3,Medium
CUST-0380,2024-11-11,,Standard,19.99,10,0,N/A,199.9,0,High
CUST-0381,2024-11-08,,Basic,9.99,19,0,N/A,189.81,3,Medium
CUST-0382,2024-02-05,,Standard,19.99,11,0,N/A,219.89,3,High
CUST-0383,2024-06-21,2025-01-17,Basic,9.99,7,1,Poor customer service,69.93,4,High
CUST-0384,2024-01-20,,Standard,19.99,11,0,N/A,219.89,8,Low
CUST-0385,2024-11-16,,Standard,19.99,17,0,N/A,339.83,0,Medium
CUST-0386,2024-09-20,,Standard,19.99,1,0,N/A,19.99,7,Medium
CUST-0387,2024-05-21,,Basic,9.99,21,0,N/A,209.79,0,Low
CUST-0388,2024-05-22,,Basic,9.99,21,0,N/A,209.79,5,High
CUST-0389,2024-04-01,2024-11-27,Standard,19.99,8,1,No longer needed,159.92,1,High
CUST-0390,2024-12-19,2026-11-09,Basic,9.99,23,1,Price too high,229.77,2,High
CUST-0391,2024-11-17,,Basic,9.99,6,0,N/A,59.94,7,Low
CUST-0392,2024-10-14,,Basic,9.99,22,0,N/A,219.78,8,High
CUST-0393,2024-08-02,,Premium,29.99,18,0,N/A,539.82,6,Medium
CUST-0394,2024-12-07,,Standard,19.99,6,0,N/A,119.94,1,High
CUST-0395,2024-02-20,,Basic,9.99,5,0,N/A,49.95,0,High
CUST-0396,2024-06-01,,Basic,9.99,13,0,N/A,129.87,8,High
CUST-0397,2024-07-04,2026-01-25,Basic,9.99,19,1,Other,189.81,8,Medium
CUST-0398,2024-03-03,2025-12-23,Standard,19.99,22,1,Poor customer service,439.78,4,Low
CUST-0399,2024-07-08,,Standard,19.99,8,0,N/A,159.92,8,High
CUST-0400,2024-05-04,,Basic,9.99,9,0,N/A,89.91,5,Medium
CUST-0401,2024-05-29,,Basic,9.99,17,0,N/A,169.83,3,Medium
CUST-0402,2024-11-09,,Basic,9.99,3,0,N/A,29.97,0,High
CUST-0403,2024-02-27,,Standard,19.99,19,0,N/A,379.81,8,Low
CUST-0404,2024-12-07,,Standard,19.99,11,0,N/A,219.89,7,Medium
CUST-0405,2024-10-31,2026-03-25,Basic,9.99,17,1,Price too high,169.83,2,Medium
CUST-0406,2024-06-28,2026-03-20,Basic,9.99,21,1,Price too high,209.79,5,Medium
CUST-0407,2024-06-18,,Basic,9.99,19,0,N/A,189.81,8,Medium
CUST-0408,2024-11-21,,Premium,29.99,2,0,N/A,59.98,1,Low
CUST-0409,2024-09-27,,Basic,9.99,8,0,N/A,79.92,3,Low
CUST-0410,2024-02-23,,Standard,19.99,19,0,N/A,379.81,7,Medium
CUST-0411,2024-04-10,,Standard,19.99,7,0,N/A,139.93,2,High
CUST-0412,2024-09-20,,Basic,9.99,17,0,N/A,169.83,2,Low
CUST-0413,2024-02-22,,Basic,9.99,6,0,N/A,59.94,1,Medium
CUST-0414,2024-02-29,,Basic,9.99,19,0,N/A,189.81,6,Medium
CUST-0415,2024-04-17,2024-10-14,Standard,19.99,6,1,Found better alternative,119.94,8,High
CUST-0416,2024-01-05,,Standard,19.99,2,0,N/A,39.98,8,Medium
CUST-0417,2024-04-12,,Standard,19.99,6,0,N/A,119.94,4,Low
CUST-0418,2024-07-14,,Standard,19.99,23,0,N/A,459.77,0,Medium
CUST-0419,2024-09-18,,Basic,9.99,5,0,N/A,49.95,3,Medium
CUST-0420,2024-12-30,,Premium,29.99,19,0,N/A,569.81,3,Medium
CUST-0421,2024-12-15,2026-08-07,Standard,19.99,20,1,Found better alternative,399.8,4,High
CUST-0422,2024-02-16,2024-06-15,Basic,9.99,4,1,Poor customer service,39.96,7,High
CUST-0423,2024-12-20,,Premium,29.99,22,0,N/A,659.78,0,Low
CUST-0424,2024-11-06,,Standard,19.99,17,0,N/A,339.83,4,Medium
CUST-0425,2024-11-03,,Standard,19.99,11,0,N/A,219.89,8,Medium
CUST-0426,2024-05-23,,Standard,19.99,4,0,N/A,79.96,6,High
CUST-0427,2024-09-25,2025-10-20,Premium,29.99,13,1,No longer needed,389.87,4,Medium
CUST-0428,2024-05-03,,Standard,19.99,20,0,N/A,399.8,8,Medium
CUST-0429,2024-04-15,,Basic,9.99,17,0,N/A,169.83,2,Medium
CUST-0430,2024-06-06,,Basic,9.99,9,0,N/A,89.91,1,High
CUST-0431,2024-05-26,,Premium,29.99,4,0,N/A,119.96,4,Medium
CUST-0432,2024-05-24,2026-04-14,Basic,9.99,23,1,No longer needed,229.77,7,Medium
CUST-0433,2024-04-29,,Basic,9.99,14,0,N/A,139.86,7,Medium
CUST-0434,2024-11-14,2026-06-07,Basic,9.99,19,1,Found better alternative,189.81,0,High
CUST-0435,2024-10-01,,Basic,9.99,3,0,N/A,29.97,0,Low
CUST-0436,2024-04-01,2025-05-26,Standard,19.99,14,1,Poor customer service,279.86,2,Medium
CUST-0437,2024-02-27,,Premium,29.99,8,0,N/A,239.92,2,Medium
CUST-0438,2024-12-11,,Basic,9.99,1,0,N/A,9.99,2,Low
CUST-0439,2024-08-16,2025-06-12,Basic,9.99,10,1,Found better alternative,99.9,0,Medium
CUST-0440,2024-04-26,,Basic,9.99,18,0,N/A,179.82,7,High
CUST-0441,2024-11-13,,Premium,29.99,16,0,N/A,479.84,9,High
CUST-0442,2024-10-05,,Standard,19.99,8,0,N/A,159.92,2,High
CUST-0443,2024-05-06,2024-06-05,Basic,9.99,1,1,Poor customer service,9.99,0,Medium
CUST-0444,2024-05-08,,Premium,29.99,12,0,N/A,359.88,2,High
CUST-0445,2024-02-27,2024-10-24,Premium,29.99,8,1,Technical issues,239.92,0,Medium
CUST-0446,2024-05-01,,Premium,29.99,16,0,N/A,479.84,0,Low
CUST-0447,2024-01-01,,Premium,29.99,18,0,N/A,539.82,6,Medium
CUST-0448,2024-08-26,2024-12-24,Basic,9.99,4,1,Technical issues,39.96,6,Low
CUST-0449,2024-10-16,,Standard,19.99,6,0,N/A,119.94,5,High
CUST-0450,2024-04-05,2025-03-31,Basic,9.99,12,1,Poor customer service,119.88,8,Low
CUST-0451,2024-05-05,2025-01-30,Premium,29.99,9,1,Other,269.91,6,Medium
CUST-0452,2024-04-27,,Standard,19.99,15,0,N/A,299.85,5,Medium
CUST-0453,2024-02-17,,Standard,19.99,16,0,N/A,319.84,4,Low
CUST-0454,2024-03-29,,Standard,19.99,12,0,N/A,239.88,5,High
CUST-0455,2024-08-24,2026-07-15,Basic,9.99,23,1,No longer needed,229.77,2,Medium
CUST-0456,2024-09-28,2025-11-22,Standard,19.99,14,1,Poor customer service,279.86,0,Low
CUST-0457,2024-07-07,,Premium,29.99,13,0,N/A,389.87,5,Medium
CUST-0458,2024-07-10,,Premium,29.99,2,0,N/A,59.98,1,Low
CUST-0459,2024-03-09,,Basic,9.99,3,0,N/A,29.97,6,Medium
CUST-0460,2024-10-04,2026-07-26,Basic,9.99,22,1,Poor customer service,219.78,7,Low
CUST-0461,2024-12-14,,Basic,9.99,10,0,N/A,99.9,7,Medium
CUST-0462,2024-09-03,,Standard,19.99,9,0,N/A,179.91,1,Low
CUST-0463,2024-03-16,,Premium,29.99,20,0,N/A,599.8,5,Medium
CUST-0464,2024-06-02,2025-01-28,Basic,9.99,8,1,Found better alternative,79.92,2,Medium
CUST-0465,2024-05-23,,Standard,19.99,10,0,N/A,199.9,7,Medium
CUST-0466,2024-03-26,,Premium,29.99,19,0,N/A,569.81,4,Low
CUST-0467,2024-07-03,,Standard,19.99,3,0,N/A,59.97,7,High
CUST-0468,2024-10-11,,Standard,19.99,5,0,N/A,99.95,1,Medium
CUST-0469,2024-08-07,2024-11-05,Standard,19.99,3,1,Price too high,59.97,3,High
CUST-0470,2024-03-09,2025-07-02,Standard,19.99,16,1,Found better alternative,319.84,9,Medium
CUST-0471,2024-02-16,,Basic,9.99,17,0,N/A,169.83,8,Medium
CUST-0472,2024-04-03,,Standard,19.99,15,0,N/A,299.85,3,Low
CUST-0473,2024-08-25,,Standard,19.99,3,0,N/A,59.97,5,Medium
CUST-0474,2024-07-22,,Premium,29.99,12,0,N/A,359.88,5,High
CUST-0475,2024-08-05,2025-05-02,Standard,19.99,9,1,Found better alternative,179.91,5,Medium
CUST-0476,2024-12-06,,Standard,19.99,21,0,N/A,419.79,7,Medium
CUST-0477,2024-02-08,,Basic,9.99,12,0,N/A,119.88,8,High
CUST-0478,2024-04-09,,Basic,9.99,15,0,N/A,149.85,1,Medium
CUST-0479,2024-10-15,,Basic,9.99,2,0,N/A,19.98,6,High
CUST-0480,2024-09-10,,Basic,9.99,23,0,N/A,229.77,6,Medium
CUST-0481,2024-08-09,,Standard,19.99,18,0,N/A,359.82,5,Medium
CUST-0482,2024-12-22,,Premium,29.99,20,0,N/A,599.8,4,Medium
CUST-0483,2024-01-23,2025-01-17,Basic,9.99,12,1,Found better alternative,119.88,2,Medium
CUST-0484,2024-09-06,,Basic,9.99,23,0,N/A,229.77,2,Medium
CUST-0485,2024-01-10,,Premium,29.99,4,0,N/A,119.96,9,Medium
CUST-0486,2024-09-02,2026-07-24,Basic,9.99,23,1,Technical issues,229.77,8,Medium
CUST-0487,2024-11-20,,Standard,19.99,16,0,N/A,319.84,7,Medium
CUST-0488,2024-04-09,2026-02-28,Standard,19.99,23,1,Poor customer service,459.77,5,Medium
CUST-0489,2024-10-16,,Standard,19.99,16,0,N/A,319.84,4,Medium
CUST-0490,2024-06-28,,Basic,9.99,1,0,N/A,9.99,2,Medium
CUST-0491,2024-08-10,,Basic,9.99,22,0,N/A,219.78,0,Medium
CUST-0492,2024-09-06,,Standard,19.99,2,0,N/A,39.98,2,High
CUST-0493,2024-05-26,,Standard,19.99,3,0,N/A,59.97,8,Low
CUST-0494,2024-04-05,2025-12-26,Basic,9.99,21,1,Other,209.79,5,Low
CUST-0495,2024-09-13,,Standard,19.99,20,0,N/A,399.8,6,Medium
CUST-0496,2024-11-20,,Basic,9.99,17,0,N/A,169.83,7,Medium
CUST-0497,2024-01-04,,Standard,19.99,20,0,N/A,399.8,9,Medium
CUST-0498,2024-01-16,,Basic,9.99,22,0,N/A,219.78,4,Low
CUST-0499,2024-10-06,,Premium,29.99,21,0,N/A,629.79,1,Medium
CUST-0500,2024-12-01,,Basic,9.99,1,0,N/A,9.99,2,Medium
CUST-0501,2024-09-03,2026-04-26,Basic,9.99,20,1,Price too high,199.8,2,Low
CUST-0502,2024-09-14,2025-03-13,Basic,9.99,6,1,Price too high,59.94,8,Medium
CUST-0503,2024-06-08,,Basic,9.99,15,0,N/A,149.85,4,Medium
CUST-0504,2024-12-05,,Premium,29.99,14,0,N/A,419.86,1,High
CUST-0505,2024-05-31,2026-01-21,Premium,29.99,20,1,No longer needed,599.8,1,Medium
CUST-0506,2024-06-26,2025-09-19,Basic,9.99,15,1,Found better alternative,149.85,5,Medium
CUST-0507,2024-06-11,,Basic,9.99,14,0,N/A,139.86,2,Low
CUST-0508,2024-02-02,2025-10-24,Standard,19.99,21,1,Technical issues,419.79,8,Medium
CUST-0509,2024-06-27,,Premium,29.99,5,0,N/A,149.95,3,Medium
CUST-0510,2024-04-10,2024-10-07,Standard,19.99,6,1,Technical issues,119.94,5,High
CUST-0511,2024-09-24,,Basic,9.99,17,0,N/A,169.83,0,Medium
CUST-0512,2024-11-18,,Basic,9.99,11,0,N/A,109.89,5,Medium
CUST-0513,2024-03-05,2025-06-28,Standard,19.99,16,1,Price too high,319.84,8,Medium
CUST-0514,2024-06-16,,Basic,9.99,12,0,N/A,119.88,9,High
CUST-0515,2024-11-25,,Standard,19.99,15,0,N/A,299.85,1,Medium
CUST-0516,2024-02-12,,Basic,9.99,23,0,N/A,229.77,2,High
CUST-0517,2024-02-13,2024-06-12,Standard,19.99,4,1,Found better alternative,79.96,6,High
CUST-0518,2024-10-11,2026-04-04,Basic,9.99,18,1,Price too high,179.82,9,Medium
CUST-0519,2024-01-12,2025-10-03,Standard,19.99,21,1,Technical issues,419.79,7,Medium
CUST-0520,2024-04-04,,Basic,9.99,3,0,N/A,29.97,4,Medium
CUST-0521,2024-10-28,2026-08-19,Standard,19.99,22,1,No longer needed,439.78,7,Low
CUST-0522,2024-09-09,,Basic,9.99,8,0,N/A,79.92,6,Low
CUST-0523,2024-08-29,,Standard,19.99,23,0,N/A,459.77,9,Low
CUST-0524,2024-02-04,2024-05-04,Standard,19.99,3,1,Technical issues,59.97,8,Medium
CUST-0525,2024-08-02,,Standard,19.99,8,0,N/A,159.92,9,Medium
CUST-0526,2024-12-02,,Standard,19.99,18,0,N/A,359.82,3,Medium
CUST-0527,2024-03-30,,Standard,19.99,10,0,N/A,199.9,6,Medium
CUST-0528,2024-09-20,,Premium,29.99,20,0,N/A,599.8,6,High
CUST-0529,2024-04-02,2025-08-25,Basic,9.99,17,1,Poor customer service,169.83,0,Medium
CUST-0530,2024-03-30,,Premium,29.99,8,0,N/A,239.92,1,Medium
CUST-0531,2024-04-24,2026-03-15,Basic,9.99,23,1,Other,229.77,3,Medium
CUST-0532,2024-04-14,,Basic,9.99,11,0,N/A,109.89,5,Low
CUST-0533,2024-07-14,,Basic,9.99,5,0,N/A,49.95,9,Medium
CUST-0534,2024-11-09,,Basic,9.99,13,0,N/A,129.87,2,Low
CUST-0535,2024-04-23,2026-01-13,Standard,19.99,21,1,Other,419.79,2,Medium
CUST-0536,2024-03-15,,Standard,19.99,23,0,N/A,459.77,1,Medium
CUST-0537,2024-08-04,2025-01-01,Standard,19.99,5,1,Other,99.95,0,Medium
CUST-0538,2024-10-03,,Standard,19.99,13,0,N/A,259.87,6,Low
CUST-0539,2024-09-05,,Basic,9.99,6,0,N/A,59.94,5,Medium
CUST-0540,2024-06-12,,Basic,9.99,5,0,N/A,49.95,6,High
CUST-0541,2024-12-22,2025-09-18,Basic,9.99,9,1,Price too high,89.91,4,High
CUST-0542,2024-07-10,2025-11-02,Basic,9.99,16,1,Found better alternative,159.84,0,Medium
CUST-0543,2024-08-14,,Basic,9.99,2,0,N/A,19.98,6,High
CUST-0544,2024-06-25,,Basic,9.99,1,0,N/A,9.99,0,High
CUST-0545,2024-04-08,,Standard,19.99,8,0,N/A,159.92,7,Medium
CUST-0546,2024-02-05,2025-08-28,Standard,19.99,19,1,Technical issues,379.81,7,Medium
CUST-0547,2024-04-05,,Premium,29.99,11,0,N/A,329.89,2,Medium
CUST-0548,2024-05-31,2025-05-26,Premium,29.99,12,1,Price too high,359.88,0,Medium
CUST-0549,2024-05-30,2025-05-25,Standard,19.99,12,1,No longer needed,239.88,9,Low
CUST-0550,2024-07-08,,Basic,9.99,7,0,N/A,69.93,3,Low
CUST-0551,2024-08-11,2025-09-05,Standard,19.99,13,1,Technical issues,259.87,5,Low
CUST-0552,2024-02-06,,Standard,19.99,8,0,N/A,159.92,2,Medium
CUST-0553,2024-09-24,,Basic,9.99,22,0,N/A,219.78,2,High
CUST-0554,2024-07-01,,Basic,9.99,9,0,N/A,89.91,4,High
CUST-0555,2024-01-13,,Premium,29.99,7,0,N/A,209.93,0,Low
CUST-0556,2024-10-05,2026-06-27,Basic,9.99,21,1,Technical issues,209.79,4,Medium
CUST-0557,2024-08-04,,Standard,19.99,15,0,N/A,299.85,7,Low
CUST-0558,2024-12-20,,Standard,19.99,2,0,N/A,39.98,0,Low
CUST-0559,2024-12-26,,Basic,9.99,23,0,N/A,229.77,5,High
CUST-0560,2024-10-12,,Basic,9.99,20,0,N/A,199.8,7,Medium
CUST-0561,2024-09-29,,Basic,9.99,12,0,N/A,119.88,9,Medium
CUST-0562,2024-03-02,,Basic,9.99,1,0,N/A,9.99,8,Low
CUST-0563,2024-03-24,,Basic,9.99,23,0,N/A,229.77,0,High
CUST-0564,2024-08-04,2026-05-26,Premium,29.99,22,1,No longer needed,659.78,9,High
CUST-0565,2024-12-07,2025-08-04,Basic,9.99,8,1,No longer needed,79.92,1,High
CUST-0566,2024-07-05,,Standard,19.99,5,0,N/A,99.95,6,Low
CUST-0567,2024-01-19,2025-04-13,Basic,9.99,15,1,Other,149.85,2,High
CUST-0568,2024-06-25,,Premium,29.99,1,0,N/A,29.99,1,High
CUST-0569,2024-04-09,,Basic,9.99,1,0,N/A,9.99,6,Low
CUST-0570,2024-08-20,,Basic,9.99,10,0,N/A,99.9,9,High
CUST-0571,2024-03-16,,Premium,29.99,22,0,N/A,659.78,3,Medium
CUST-0572,2024-09-21,,Premium,29.99,10,0,N/A,299.9,3,High
CUST-0573,2024-10-10,2026-07-02,Basic,9.99,21,1,No longer needed,209.79,4,Low
CUST-0574,2024-07-24,,Premium,29.99,15,0,N/A,449.85,9,High
CUST-0575,2024-08-10,2026-01-02,Basic,9.99,17,1,No longer needed,169.83,2,Medium
CUST-0576,2024-02-21,,Basic,9.99,22,0,N/A,219.78,2,High
CUST-0577,2024-12-04,2025-06-02,Basic,9.99,6,1,Poor customer service,59.94,6,Low
CUST-0578,2024-05-23,,Basic,9.99,3,0,N/A,29.97,8,Medium
CUST-0579,2024-03-09,,Standard,19.99,13,0,N/A,259.87,8,High
CUST-0580,2024-04-08,,Basic,9.99,16,0,N/A,159.84,5,Medium
CUST-0581,2024-01-25,,Basic,9.99,8,0,N/A,79.92,2,Medium
CUST-0582,2024-02-22,,Standard,19.99,15,0,N/A,299.85,7,Medium
CUST-0583,2024-05-30,2025-10-22,Standard,19.99,17,1,Found better alternative,339.83,2,Medium
CUST-0584,2024-05-23,,Basic,9.99,17,0,N/A,169.83,7,High
CUST-0585,2024-02-26,2025-12-17,Standard,19.99,22,1,Price too high,439.78,5,High
CUST-0586,2024-02-08,,Basic,9.99,13,0,N/A,129.87,1,Medium
CUST-0587,2024-04-18,2025-09-10,Standard,19.99,17,1,Found better alternative,339.83,1,Medium
CUST-0588,2024-06-29,,Standard,19.99,6,0,N/A,119.94,2,Medium
CUST-0589,2024-02-11,,Premium,29.99,17,0,N/A,509.83,8,High
CUST-0590,2024-07-04,2025-10-27,Basic,9.99,16,1,Price too high,159.84,1,Medium
CUST-0591,2024-08-10,,Basic,9.99,14,0,N/A,139.86,0,High
CUST-0592,2024-05-01,,Basic,9.99,13,0,N/A,129.87,8,Medium
CUST-0593,2024-05-12,,Basic,9.99,6,0,N/A,59.94,3,High
CUST-0594,2024-06-11,,Basic,9.99,3,0,N/A,29.97,1,Medium
CUST-0595,2024-08-02,,Premium,29.99,14,0,N/A,419.86,1,High
CUST-0596,2024-08-08,2025-10-02,Basic,9.99,14,1,Technical issues,139.86,0,Medium
CUST-0597,2024-08-22,,Basic,9.99,15,0,N/A,149.85,2,Medium
CUST-0598,2024-11-26,,Standard,19.99,8,0,N/A,159.92,6,Medium
CUST-0599,2024-05-25,,Basic,9.99,15,0,N/A,149.85,5,Medium
CUST-0600,2024-08-26,,Standard,19.99,22,0,N/A,439.78,9,High
CUST-0601,2024-03-16,,Basic,9.99,13,0,N/A,129.87,9,Medium
CUST-0602,2024-01-09,2025-06-02,Basic,9.99,17,1,Poor customer service,169.83,3,Medium
CUST-0603,2024-03-14,,Basic,9.99,21,0,N/A,209.79,8,Medium
CUST-0604,2024-09-09,2024-12-08,Basic,9.99,3,1,Other,29.97,1,High
CUST-0605,2024-08-17,,Premium,29.99,6,0,N/A,179.94,7,High
CUST-0606,2024-01-07,,Basic,9.99,5,0,N/A,49.95,1,Medium
CUST-0607,2024-06-22,,Standard,19.99,22,0,N/A,439.78,8,Low
CUST-0608,2024-05-20,,Basic,9.99,17,0,N/A,169.83,4,Low
CUST-0609,2024-06-16,,Basic,9.99,23,0,N/A,229.77,1,Medium
CUST-0610,2024-06-18,,Premium,29.99,2,0,N/A,59.98,5,Medium
CUST-0611,2024-10-09,2026-01-02,Basic,9.99,15,1,Technical issues,149.85,6,High
CUST-0612,2024-05-01,,Standard,19.99,5,0,N/A,99.95,9,Low
CUST-0613,2024-07-12,2026-03-04,Premium,29.99,20,1,Poor customer service,599.8,0,Low
CUST-0614,2024-01-05,,Standard,19.99,6,0,N/A,119.94,2,Medium
CUST-0615,2024-01-29,2024-07-27,Premium,29.99,6,1,Technical issues,179.94,5,Low
CUST-0616,2024-06-13,2025-12-05,Basic,9.99,18,1,Price too high,179.82,8,High
CUST-0617,2024-12-04,,Basic,9.99,18,0,N/A,179.82,0,Medium
CUST-0618,2024-05-15,2024-09-12,Basic,9.99,4,1,Technical issues,39.96,4,Medium
CUST-0619,2024-12-30,,Standard,19.99,17,0,N/A,339.83,6,Medium
CUST-0620,2024-11-16,2026-01-10,Premium,29.99,14,1,Technical issues,419.86,3,High
CUST-0621,2024-12-07,,Basic,9.99,14,0,N/A,139.86,4,High
CUST-0622,2024-05-24,,Standard,19.99,13,0,N/A,259.87,8,Low
CUST-0623,2024-11-22,2025-06-20,Basic,9.99,7,1,Price too high,69.93,0,Medium
CUST-0624,2024-08-04,,Standard,19.99,12,0,N/A,239.88,6,Medium
CUST-0625,2024-10-27,,Basic,9.99,23,0,N/A,229.77,1,High
CUST-0626,2024-05-11,2025-08-04,Premium,29.99,15,1,Found better alternative,449.85,6,Medium
CUST-0627,2024-10-18,,Standard,19.99,19,0,N/A,379.81,9,Medium
CUST-0628,2024-03-10,,Basic,9.99,11,0,N/A,109.89,9,Medium
CUST-0629,2024-09-08,,Basic,9.99,15,0,N/A,149.85,8,Medium
CUST-0630,2024-10-01,,Basic,9.99,12,0,N/A,119.88,0,High
CUST-0631,2024-12-29,2025-03-29,Basic,9.99,3,1,Found better alternative,29.97,3,High
CUST-0632,2024-06-30,,Basic,9.99,17,0,N/A,169.83,3,Medium
CUST-0633,2024-06-15,,Premium,29.99,3,0,N/A,89.97,0,Medium
CUST-0634,2024-03-31,,Standard,19.99,19,0,N/A,379.81,5,Low
CUST-0635,2024-07-20,2026-03-12,Standard,19.99,20,1,Technical issues,399.8,5,High
CUST-0636,2024-12-11,,Basic,9.99,4,0,N/A,39.96,3,Medium
CUST-0637,2024-01-19,,Premium,29.99,3,0,N/A,89.97,5,Low
CUST-0638,2024-02-08,2025-06-02,Standard,19.99,16,1,No longer needed,319.84,2,Low
CUST-0639,2024-05-05,,Basic,9.99,12,0,N/A,119.88,0,Medium
CUST-0640,2024-06-21,,Standard,19.99,8,0,N/A,159.92,9,High
CUST-0641,2024-05-20,,Standard,19.99,17,0,N/A,339.83,8,Low
CUST-0642,2024-08-29,,Basic,9.99,7,0,N/A,69.93,3,High
CUST-0643,2024-08-07,,Basic,9.99,11,0,N/A,109.89,9,Low
CUST-0644,2024-05-05,,Basic,9.99,18,0,N/A,179.82,9,Low
CUST-0645,2024-02-27,2024-03-28,Basic,9.99,1,1,Found better alternative,9.99,4,Medium
CUST-0646,2024-05-27,,Premium,29.99,3,0,N/A,89.97,9,Medium
CUST-0647,2024-11-12,2025-03-12,Premium,29.99,4,1,Poor customer service,119.96,9,Medium
CUST-0648,2024-12-26,,Standard,19.99,13,0,N/A,259.87,5,Medium
CUST-0649,2024-01-01,2024-06-29,Basic,9.99,6,1,Found better alternative,59.94,6,Medium
CUST-0650,2024-12-13,2026-02-06,Basic,9.99,14,1,Poor customer service,139.86,5,Medium
CUST-0651,2024-07-08,,Standard,19.99,5,0,N/A,99.95,1,High
CUST-0652,2024-07-09,,Standard,19.99,16,0,N/A,319.84,4,Low
